"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","state_short","state_long"
"KS","Rush County","252","609","883","525",11.1,26.8,38.9,23.1,"KS","Kansas"
"KS","Russell County","538","1,420","1,893","1,349",10.3,27.3,36.4,25.9,"KS","Kansas"
"KS","Saline County","3,419","11,501","12,420","9,701",9.2,31,33.5,26.2,"KS","Kansas"
"KS","Scott County","506","922","971","794",15.8,28.9,30.4,24.9,"KS","Kansas"
"KS","Sedgwick County","35,357","86,432","106,544","102,042",10.7,26.2,32.2,30.9,"KS","Kansas"
"KS","Seward County","4,164","4,008","3,459","1,459",31.8,30.6,26.4,11.1,"KS","Kansas"
"KS","Shawnee County","9,572","37,674","36,044","37,093",8,31.3,29.9,30.8,"KS","Kansas"
"KS","Sheridan County","99","607","730","390",5.4,33.2,40,21.4,"KS","Kansas"
"KS","Sherman County","295","1,280","1,674","768",7.3,31.9,41.7,19.1,"KS","Kansas"
"KS","Smith County","185","1,010","1,038","527",6.7,36.6,37.6,19.1,"KS","Kansas"
"KS","Stafford County","279","884","1,059","697",9.6,30.3,36.3,23.9,"KS","Kansas"
"KS","Stanton County","247","410","440","262",18.2,30.2,32.4,19.3,"KS","Kansas"
"KS","Stevens County","719","1,028","1,409","440",20,28.6,39.2,12.2,"KS","Kansas"
"KS","Sumner County","1,213","5,346","5,628","3,477",7.7,34.1,35.9,22.2,"KS","Kansas"
"KS","Thomas County","243","1,276","2,209","1,275",4.9,25.5,44.2,25.5,"KS","Kansas"
"KS","Trego County","140","642","839","478",6.7,30.6,40,22.8,"KS","Kansas"
"KS","Wabaunsee County","228","1,636","1,766","1,105",4.8,34.6,37.3,23.3,"KS","Kansas"
"KS","Wallace County","73","298","388","339",6.6,27.1,35.3,30.9,"KS","Kansas"
"KS","Washington County","362","1,461","1,273","788",9.3,37.6,32.8,20.3,"KS","Kansas"
"KS","Wichita County","209","435","532","314",14,29.2,35.7,21.1,"KS","Kansas"
"KS","Wilson County","770","2,140","2,297","878",12.7,35.2,37.7,14.4,"KS","Kansas"
"KS","Woodson County","275","851","894","314",11.8,36.5,38.3,13.5,"KS","Kansas"
"KS","Wyandotte County","21,680","33,783","30,238","18,048",20.9,32.6,29.1,17.4,"KS","Kansas"
"KY","Kentucky","429,573","991,791","873,037","709,603",14.3,33,29.1,23.6,"KY","Kentucky"
"KY","Adair County","2,813","5,066","3,072","2,125",21.5,38.7,23.5,16.3,"KY","Kentucky"
"KY","Allen County","2,704","5,610","3,814","2,067",19,39.5,26.9,14.6,"KY","Kentucky"
"KY","Anderson County","1,714","5,599","4,826","3,093",11.3,36.8,31.7,20.3,"KY","Kentucky"
"KY","Ballard County","837","2,135","1,940","756",14.8,37.7,34.2,13.3,"KY","Kentucky"
"KY","Barren County","5,084","12,349","7,487","4,757",17.1,41.6,25.2,16,"KY","Kentucky"
"KY","Bath County","1,878","3,454","1,864","1,015",22.9,42.1,22.7,12.4,"KY","Kentucky"
"KY","Bell County","5,832","7,392","4,204","1,713",30.5,38.6,22,8.9,"KY","Kentucky"
"KY","Boone County","6,092","23,606","28,180","26,756",7.2,27.9,33.3,31.6,"KY","Kentucky"
"KY","Bourbon County","2,098","5,232","4,055","2,647",15,37.3,28.9,18.9,"KY","Kentucky"
"KY","Boyd County","3,933","11,146","12,289","6,928",11.5,32.5,35.8,20.2,"KY","Kentucky"
"KY","Boyle County","2,561","6,910","5,791","4,671",12.8,34.7,29.1,23.4,"KY","Kentucky"
"KY","Bracken County","854","2,485","1,533","775",15.1,44,27.1,13.7,"KY","Kentucky"
"KY","Breathitt County","2,409","3,364","2,148","1,323",26.1,36.4,23.2,14.3,"KY","Kentucky"
"KY","Breckinridge County","2,486","6,237","3,717","1,546",17.8,44.6,26.6,11.1,"KY","Kentucky"
"KY","Bullitt County","6,587","22,840","17,696","7,812",12,41.6,32.2,14.2,"KY","Kentucky"
"KY","Butler County","1,970","3,844","2,049","1,132",21.9,42.7,22.8,12.6,"KY","Kentucky"
"KY","Caldwell County","1,090","4,138","2,390","1,376",12.1,46,26.6,15.3,"KY","Kentucky"
"KY","Calloway County","2,628","7,784","6,638","6,974",10.9,32.4,27.6,29,"KY","Kentucky"
"KY","Campbell County","5,834","18,926","17,250","21,203",9.2,29.9,27.3,33.5,"KY","Kentucky"
"KY","Carlisle County","630","1,238","1,023","504",18.6,36.5,30.1,14.8,"KY","Kentucky"
"KY","Carroll County","1,597","3,017","1,932","634",22.2,42,26.9,8.8,"KY","Kentucky"
"KY","Carter County","4,071","7,452","4,541","2,540",21.9,40.1,24.4,13.7,"KY","Kentucky"
"KY","Casey County","2,745","4,217","2,559","1,466",25,38.4,23.3,13.3,"KY","Kentucky"
"KY","Christian County","5,758","13,172","14,966","7,111",14,32.1,36.5,17.3,"KY","Kentucky"
"KY","Clark County","3,658","8,732","7,689","5,037",14.6,34.8,30.6,20.1,"KY","Kentucky"
"KY","Clay County","5,238","5,009","3,015","1,398",35.7,34.2,20.6,9.5,"KY","Kentucky"
"KY","Clinton County","1,907","2,745","1,708","718",26.9,38.8,24.1,10.1,"KY","Kentucky"
"KY","Crittenden County","1,097","2,723","1,784","847",17,42.2,27.7,13.1,"KY","Kentucky"
"KY","Cumberland County","893","1,966","1,248","618",18.9,41.6,26.4,13.1,"KY","Kentucky"
"KY","Daviess County","6,739","23,341","21,797","15,403",10,34.7,32.4,22.9,"KY","Kentucky"
"KY","Edmonson County","1,830","3,658","2,289","938",21,42,26.3,10.8,"KY","Kentucky"
"KY","Elliott County","1,216","2,420","1,440","462",22,43.7,26,8.3,"KY","Kentucky"
"KY","Estill County","2,586","4,649","1,977","1,015",25.3,45.5,19.3,9.9,"KY","Kentucky"
"KY","Fayette County","18,841","41,328","57,520","88,572",9.1,20,27.9,42.9,"KY","Kentucky"
"KY","Fleming County","2,112","3,758","2,708","1,243",21.5,38.3,27.6,12.7,"KY","Kentucky"
"KY","Floyd County","6,806","9,305","6,939","2,908",26.2,35.8,26.7,11.2,"KY","Kentucky"
"KY","Franklin County","3,866","10,781","10,118","10,514",11,30.6,28.7,29.8,"KY","Kentucky"
"KY","Fulton County","950","1,696","1,140","579",21.8,38.9,26.1,13.3,"KY","Kentucky"
"KY","Gallatin County","1,100","2,693","1,337","676",18.9,46.4,23,11.6,"KY","Kentucky"
"KY","Garrard County","2,471","4,508","3,253","2,065",20.1,36.7,26.5,16.8,"KY","Kentucky"
"KY","Grant County","2,158","7,759","3,854","2,172",13.5,48.7,24.2,13.6,"KY","Kentucky"
"KY","Graves County","3,716","9,954","7,511","4,114",14.7,39.4,29.7,16.3,"KY","Kentucky"
"KY","Grayson County","3,547","7,418","4,987","1,858",19.9,41.7,28,10.4,"KY","Kentucky"
"KY","Green County","1,922","3,200","1,879","951",24.2,40.2,23.6,12,"KY","Kentucky"
"KY","Greenup County","2,957","9,361","8,724","4,373",11.6,36.8,34.3,17.2,"KY","Kentucky"
"KY","Hancock County","875","2,480","1,809","636",15.1,42.8,31.2,11,"KY","Kentucky"
"KY","Hardin County","6,726","21,481","26,300","16,317",9.5,30.3,37.1,23,"KY","Kentucky"
"KY","Harlan County","5,363","6,559","4,927","2,036",28.4,34.7,26.1,10.8,"KY","Kentucky"
"KY","Harrison County","2,141","5,199","3,647","1,913",16.6,40.3,28.3,14.8,"KY","Kentucky"
"KY","Hart County","3,057","5,074","2,942","1,477",24.4,40.4,23.4,11.8,"KY","Kentucky"
"KY","Henderson County","4,222","11,379","10,640","5,706",13.2,35.6,33.3,17.9,"KY","Kentucky"
"KY","Henry County","1,707","4,544","3,237","1,316",15.8,42.1,30,12.2,"KY","Kentucky"
"KY","Hickman County","713","1,295","702","577",21.7,39.4,21.4,17.6,"KY","Kentucky"
"KY","Hopkins County","4,278","13,186","9,210","5,069",13.5,41.5,29,16,"KY","Kentucky"
"KY","Jackson County","2,390","3,968","1,823","1,136",25.7,42.6,19.6,12.2,"KY","Kentucky"
"KY","Jefferson County","52,841","141,834","160,800","172,885",10,26.8,30.4,32.7,"KY","Kentucky"
"KY","Jessamine County","4,540","10,374","9,202","10,077",13.3,30.3,26.9,29.5,"KY","Kentucky"
"KY","Johnson County","3,139","5,586","4,936","2,399",19.5,34.8,30.7,14.9,"KY","Kentucky"
"KY","Kenton County","11,506","32,033","34,180","34,021",10.3,28.7,30.6,30.4,"KY","Kentucky"
"KY","Knott County","2,869","3,458","2,974","1,382",26.9,32.4,27.8,12.9,"KY","Kentucky"
"KY","Knox County","5,836","7,994","4,501","2,772",27.7,37.9,21.3,13.1,"KY","Kentucky"
"KY","Larue County","1,742","3,978","3,185","998",17.6,40.2,32.2,10.1,"KY","Kentucky"
"KY","Laurel County","7,787","16,772","11,204","5,539",18.9,40.6,27.1,13.4,"KY","Kentucky"
"KY","Lawrence County","2,717","4,669","2,420","1,087",24.9,42.9,22.2,10,"KY","Kentucky"
"KY","Lee County","1,443","1,812","1,114","504",29.6,37.2,22.9,10.3,"KY","Kentucky"
"KY","Leslie County","2,208","2,864","1,622","718",29.8,38.6,21.9,9.7,"KY","Kentucky"
"KY","Letcher County","4,005","6,056","4,216","1,893",24.8,37.5,26.1,11.7,"KY","Kentucky"
"KY","Lewis County","2,497","3,825","2,136","1,048",26.3,40.2,22.5,11,"KY","Kentucky"
"KY","Lincoln County","3,673","7,391","3,947","1,874",21.8,43.8,23.4,11.1,"KY","Kentucky"
"KY","Livingston County","1,095","2,969","1,852","759",16.4,44.5,27.7,11.4,"KY","Kentucky"
"KY","Logan County","2,888","8,029","4,690","2,755",15.7,43.7,25.5,15,"KY","Kentucky"
"KY","Lyon County","770","2,625","1,962","1,014",12.1,41.2,30.8,15.9,"KY","Kentucky"
"KY","McCracken County","4,695","13,823","16,130","11,302",10.2,30.1,35.1,24.6,"KY","Kentucky"
"KY","McCreary County","3,146","5,285","3,084","851",25.4,42.7,24.9,6.9,"KY","Kentucky"
"KY","McLean County","818","2,643","2,167","770",12.8,41.3,33.9,12,"KY","Kentucky"
"KY","Madison County","7,115","15,231","15,747","16,727",13,27.8,28.7,30.5,"KY","Kentucky"
"KY","Magoffin County","2,723","2,882","2,364","857",30.9,32.7,26.8,9.7,"KY","Kentucky"
"KY","Marion County","2,554","5,573","3,206","1,725",19.6,42.7,24.6,13.2,"KY","Kentucky"
"KY","Marshall County","2,770","8,544","7,108","4,270",12.2,37.7,31.3,18.8,"KY","Kentucky"
"KY","Martin County","2,292","3,312","2,120","714",27.2,39.3,25.1,8.5,"KY","Kentucky"
"KY","Mason County","1,696","4,423","3,412","2,214",14.4,37.7,29.1,18.9,"KY","Kentucky"
"KY","Meade County","2,274","6,629","6,898","3,526",11.8,34.3,35.7,18.2,"KY","Kentucky"
"KY","Menifee County","1,103","2,043","990","527",23.7,43.8,21.2,11.3,"KY","Kentucky"
"KY","Mercer County","2,223","5,773","4,386","2,633",14.8,38.4,29.2,17.5,"KY","Kentucky"
"KY","Metcalfe County","1,615","2,586","1,872","918",23.1,37,26.8,13.1,"KY","Kentucky"
"KY","Monroe County","1,900","2,999","1,592","961",25.5,40.2,21.4,12.9,"KY","Kentucky"
"KY","Montgomery County","2,899","7,696","5,193","3,079",15.4,40.8,27.5,16.3,"KY","Kentucky"
"KY","Morgan County","2,622","3,650","2,229","1,340",26.6,37.1,22.7,13.6,"KY","Kentucky"
"KY","Muhlenberg County","4,226","9,412","5,708","2,417",19.4,43.2,26.2,11.1,"KY","Kentucky"
"KY","Nelson County","3,290","11,805","10,161","5,236",10.8,38.7,33.3,17.2,"KY","Kentucky"
"KY","Nicholas County","1,092","2,051","1,193","492",22.6,42.5,24.7,10.2,"KY","Kentucky"
"KY","Ohio County","2,927","7,014","4,268","2,180",17.9,42.8,26,13.3,"KY","Kentucky"
"KY","Oldham County","2,653","9,176","13,138","18,211",6.1,21.3,30.4,42.2,"KY","Kentucky"
"KY","Owen County","1,282","3,693","1,673","731",17.4,50,22.7,9.9,"KY","Kentucky"
"KY","Owsley County","961","1,152","498","504",30.9,37,16,16.2,"KY","Kentucky"
"KY","Pendleton County","1,723","4,365","2,808","1,130",17.2,43.5,28,11.3,"KY","Kentucky"
"KY","Perry County","4,385","6,574","5,599","2,333",23.2,34.8,29.6,12.3,"KY","Kentucky"
"KY","Pike County","10,198","16,434","10,511","5,574",23.9,38.5,24.6,13,"KY","Kentucky"
"KY","Powell County","1,639","3,527","1,993","1,232",19.5,42,23.8,14.7,"KY","Kentucky"
"KY","Pulaski County","8,143","16,921","12,985","6,896",18.1,37.6,28.9,15.3,"KY","Kentucky"
"KY","Robertson County","337","518","432","245",22,33.8,28.2,16,"KY","Kentucky"
"KY","Rockcastle County","2,655","5,175","2,780","1,262",22.4,43.6,23.4,10.6,"KY","Kentucky"
"KY","Rowan County","2,303","4,140","3,837","3,731",16.4,29.5,27.4,26.6,"KY","Kentucky"
"KY","Russell County","3,059","4,523","3,291","1,604",24.5,36.3,26.4,12.9,"KY","Kentucky"
"KY","Scott County","3,343","10,611","10,928","9,955",9.6,30.5,31.4,28.6,"KY","Kentucky"
"KY","Shelby County","4,683","9,873","9,544","7,714",14.7,31,30,24.2,"KY","Kentucky"
"KY","Simpson County","1,720","5,446","3,294","1,732",14.1,44.7,27,14.2,"KY","Kentucky"
"KY","Spencer County","1,299","4,460","4,381","2,564",10.2,35.1,34.5,20.2,"KY","Kentucky"
"KY","Taylor County","2,354","6,530","4,469","3,175",14.2,39.5,27,19.2,"KY","Kentucky"
"KY","Todd County","1,805","3,156","2,126","1,051",22.2,38.8,26.1,12.9,"KY","Kentucky"
"KY","Trigg County","1,296","3,215","4,018","1,735",12.6,31.3,39.1,16.9,"KY","Kentucky"
"KY","Trimble County","959","2,846","1,500","720",15.9,47.2,24.9,12,"KY","Kentucky"
"KY","Union County","1,206","4,385","2,913","1,056",12.6,45.9,30.5,11,"KY","Kentucky"
"KY","Warren County","9,417","21,486","22,249","23,437",12.3,28.1,29,30.6,"KY","Kentucky"
"KY","Washington County","1,352","3,399","1,899","1,434",16.7,42,23.5,17.7,"KY","Kentucky"
"KY","Wayne County","4,115","5,482","3,179","1,879",28.1,37.4,21.7,12.8,"KY","Kentucky"
"KY","Webster County","1,687","4,177","2,310","892",18.6,46.1,25.5,9.8,"KY","Kentucky"
"KY","Whitley County","4,686","8,615","5,345","4,424",20.3,37.3,23.2,19.2,"KY","Kentucky"
"KY","Wolfe County","1,521","1,909","1,233","386",30.1,37.8,24.4,7.6,"KY","Kentucky"
"KY","Woodford County","1,969","4,978","5,217","5,964",10.9,27.5,28.8,32.9,"KY","Kentucky"
"LA","Lousiana","471,960","1,055,768","842,620","737,593",15.2,34,27.1,23.7,"LA","Louisiana"
"LA","Acadia Parish","8,911","16,807","9,640","5,458",21.8,41.2,23.6,13.4,"LA","Louisiana"
"LA","Allen Parish","3,607","7,699","4,353","2,283",20.1,42.9,24.3,12.7,"LA","Louisiana"
"LA","Ascension Parish","9,106","25,345","22,799","20,953",11.6,32.4,29.2,26.8,"LA","Louisiana"
"LA","Assumption Parish","4,103","6,798","3,049","1,589",26.4,43.7,19.6,10.2,"LA","Louisiana"
"LA","Avoyelles Parish","6,714","10,804","6,909","3,358",24.2,38.9,24.9,12.1,"LA","Louisiana"
"LA","Beauregard Parish","3,741","9,302","7,112","4,281",15.3,38.1,29.1,17.5,"LA","Louisiana"
"LA","Bienville Parish","1,620","3,951","2,727","1,174",17.1,41.7,28.8,12.4,"LA","Louisiana"
"LA","Bossier Parish","8,850","24,400","28,335","21,240",10.7,29.5,34.2,25.6,"LA","Louisiana"
"LA","Caddo Parish","22,427","55,797","49,381","39,232",13.4,33.4,29.6,23.5,"LA","Louisiana"
"LA","Calcasieu Parish","17,857","44,680","40,708","28,968",13.5,33.8,30.8,21.9,"LA","Louisiana"
"LA","Caldwell Parish","1,600","2,934","1,293","964",23.6,43.2,19,14.2,"LA","Louisiana"
"LA","Cameron Parish","869","1,857","1,507","558",18.1,38.8,31.5,11.6,"LA","Louisiana"
"LA","Catahoula Parish","1,607","2,856","1,475","785",23.9,42.5,21.9,11.7,"LA","Louisiana"
"LA","Claiborne Parish","2,234","4,923","2,978","1,742",18.8,41.4,25.1,14.7,"LA","Louisiana"
"LA","Concordia Parish","3,070","5,559","3,077","1,711",22.9,41.4,22.9,12.8,"LA","Louisiana"
"LA","De Soto Parish","3,249","7,887","4,679","2,619",17.6,42.8,25.4,14.2,"LA","Louisiana"
"LA","East Baton Rouge Parish","27,246","76,449","79,005","96,897",9.7,27.3,28.3,34.7,"LA","Louisiana"
"LA","East Carroll Parish","1,518","1,872","1,021","409",31.5,38.8,21.2,8.5,"LA","Louisiana"
"LA","East Feliciana Parish","2,882","6,059","3,521","1,796",20.2,42.5,24.7,12.6,"LA","Louisiana"
"LA","Evangeline Parish","5,461","8,586","4,766","2,773",25.3,39.8,22.1,12.8,"LA","Louisiana"
"LA","Franklin Parish","3,184","5,753","2,874","1,599",23.7,42.9,21.4,11.9,"LA","Louisiana"
"LA","Grant Parish","2,914","6,938","4,748","1,332",18.3,43.5,29.8,8.4,"LA","Louisiana"
"LA","Iberia Parish","10,053","20,212","10,941","5,994",21.3,42.8,23.2,12.7,"LA","Louisiana"
"LA","Iberville Parish","4,830","9,269","5,537","3,330",21,40.4,24.1,14.5,"LA","Louisiana"
"LA","Jackson Parish","2,269","4,836","2,561","1,515",20.3,43.3,22.9,13.5,"LA","Louisiana"
"LA","Jefferson Parish","44,549","95,090","85,657","79,756",14.6,31.2,28.1,26.1,"LA","Louisiana"
"LA","Jefferson Davis Parish","3,918","8,641","4,873","3,301",18.9,41.7,23.5,15.9,"LA","Louisiana"
"LA","Lafayette Parish","19,959","48,248","40,286","51,339",12.5,30.2,25.2,32.1,"LA","Louisiana"
"LA","Lafourche Parish","15,007","26,613","13,649","10,968",22.7,40.2,20.6,16.6,"LA","Louisiana"
"LA","La Salle Parish","2,294","4,199","2,326","1,221",22.8,41.8,23.2,12.2,"LA","Louisiana"
"LA","Lincoln Parish","2,995","7,013","6,331","9,384",11.6,27.3,24.6,36.5,"LA","Louisiana"
"LA","Livingston Parish","13,107","35,380","25,720","16,593",14.4,39,28.3,18.3,"LA","Louisiana"
"LA","Madison Parish","1,920","2,972","1,776","959",25.2,39,23.3,12.6,"LA","Louisiana"
"LA","Morehouse Parish","3,518","7,641","3,891","2,249",20.3,44.2,22.5,13,"LA","Louisiana"
"LA","Natchitoches Parish","3,123","8,097","7,787","4,129",13.5,35,33.7,17.8,"LA","Louisiana"
"LA","Orleans Parish","38,030","63,015","72,498","101,120",13.8,22.9,26.4,36.8,"LA","Louisiana"
"LA","Ouachita Parish","13,796","34,179","28,391","24,462",13.7,33.9,28.2,24.3,"LA","Louisiana"
"LA","Plaquemines Parish","2,608","5,277","4,408","2,994",17.1,34.5,28.8,19.6,"LA","Louisiana"
"LA","Pointe Coupee Parish","3,054","6,221","3,839","2,350",19.7,40.2,24.8,15.2,"LA","Louisiana"
"LA","Rapides Parish","12,774","32,580","23,640","17,832",14.7,37.5,27.2,20.5,"LA","Louisiana"
"LA","Red River Parish","1,213","2,349","1,497","818",20.6,40,25.5,13.9,"LA","Louisiana"
"LA","Richland Parish","2,806","5,576","3,483","1,856",20.5,40.6,25.4,13.5,"LA","Louisiana"
"LA","Sabine Parish","2,420","7,659","4,264","2,163",14.7,46.4,25.8,13.1,"LA","Louisiana"
"LA","St. Bernard Parish","5,223","11,054","9,701","3,643",17.6,37.3,32.8,12.3,"LA","Louisiana"
"LA","St. Charles Parish","3,663","12,176","10,662","8,479",10.5,34.8,30.5,24.2,"LA","Louisiana"
"LA","St. Helena Parish","1,781","2,930","1,593","1,017",24.3,40,21.8,13.9,"LA","Louisiana"
"LA","St. James Parish","2,148","6,252","4,085","2,088",14.7,42.9,28,14.3,"LA","Louisiana"
"LA","St. John the Baptist Parish","3,969","10,907","9,168","4,682",13.8,38,31.9,16.3,"LA","Louisiana"
"LA","St. Landry Parish","12,844","21,964","11,248","7,592",23.9,40.9,21,14.2,"LA","Louisiana"
"LA","St. Martin Parish","6,852","15,071","8,744","5,175",19.1,42,24.4,14.4,"LA","Louisiana"
"LA","St. Mary Parish","6,521","17,443","7,247","3,690",18.7,50,20.8,10.6,"LA","Louisiana"
"LA","St. Tammany Parish","16,752","45,120","52,208","57,516",9.8,26.3,30.4,33.5,"LA","Louisiana"
"LA","Tangipahoa Parish","14,072","31,892","22,019","16,366",16.7,37.8,26.1,19.4,"LA","Louisiana"
"LA","Tensas Parish","706","1,492","636","334",22.3,47.1,20.1,10.5,"LA","Louisiana"
"LA","Terrebonne Parish","15,876","28,539","17,822","11,644",21.5,38.6,24.1,15.8,"LA","Louisiana"
"LA","Union Parish","2,241","7,338","3,716","2,276",14.4,47.1,23.9,14.6,"LA","Louisiana"
"LA","Vermilion Parish","8,494","16,478","8,767","5,594",21.6,41.9,22.3,14.2,"LA","Louisiana"
"LA","Vernon Parish","3,929","11,496","10,116","5,173",12.8,37.4,32.9,16.8,"LA","Louisiana"
"LA","Washington Parish","7,126","13,475","7,158","3,689",22.7,42.8,22.8,11.7,"LA","Louisiana"
"LA","Webster Parish","4,579","11,355","7,257","4,130",16.8,41.6,26.6,15.1,"LA","Louisiana"
"LA","West Baton Rouge Parish","2,605","6,735","4,440","3,577",15,38.8,25.6,20.6,"LA","Louisiana"
"LA","West Carroll Parish","1,683","3,349","1,713","968",21.8,43.4,22.2,12.6,"LA","Louisiana"
"LA","West Feliciana Parish","1,981","3,927","2,663","2,439",18,35.7,24.2,22.2,"LA","Louisiana"
"LA","Winn Parish","1,902","4,452","2,345","1,467",18.7,43.8,23.1,14.4,"LA","Louisiana"
"ME","Maine","74,426","308,013","286,179","299,279",7.7,31.8,29.6,30.9,"ME","Maine"
"ME","Androscoggin County","7,241","27,228","23,508","16,540",9.7,36.5,31.5,22.2,"ME","Maine"
"ME","Aroostook County","6,312","18,759","15,794","9,537",12.5,37.2,31.3,18.9,"ME","Maine"
"ME","Cumberland County","10,387","46,659","54,577","97,804",5,22.3,26.1,46.7,"ME","Maine"
"ME","Franklin County","1,584","8,013","6,475","5,474",7.4,37.2,30.1,25.4,"ME","Maine"
"ME","Hancock County","2,427","13,350","12,208","13,358",5.9,32.3,29.5,32.3,"ME","Maine"
"ME","Kennebec County","7,220","28,737","27,738","23,622",8.3,32.9,31.8,27.1,"ME","Maine"
"ME","Knox County","1,890","10,059","8,765","9,317",6.3,33.5,29.2,31,"ME","Maine"
"ME","Lincoln County","1,877","8,674","7,034","8,561",7.2,33.2,26.9,32.7,"ME","Maine"
"ME","Oxford County","3,772","18,321","12,181","8,040",8.9,43.3,28.8,19,"ME","Maine"
"ME","Penobscot County","9,046","36,073","33,132","29,141",8.4,33.6,30.9,27.1,"ME","Maine"
"ME","Piscataquis County","1,293","5,218","4,046","2,368",10,40.4,31.3,18.3,"ME","Maine"
"ME","Sagadahoc County","1,548","7,911","7,505","9,344",5.9,30.1,28.5,35.5,"ME","Maine"
"ME","Somerset County","4,527","15,052","11,687","6,163",12.1,40.2,31.2,16.5,"ME","Maine"
"ME","Waldo County","2,207","9,456","8,789","8,589",7.6,32.6,30.3,29.6,"ME","Maine"
"ME","Washington County","2,710","9,099","6,645","4,854",11.6,39,28.5,20.8,"ME","Maine"
"ME","York County","10,385","45,404","46,095","46,567",7,30.6,31.1,31.4,"ME","Maine"
"MD","Maryland","409,757","1,021,847","1,052,689","1,630,565",10,24.8,25.6,39.6,"MD","Maryland"
"MD","Allegany County","5,043","21,007","14,979","9,161",10,41.9,29.8,18.3,"MD","Maryland"
"MD","Anne Arundel County","30,657","93,031","106,936","159,821",7.9,23.8,27.4,40.9,"MD","Maryland"
"MD","Baltimore County","50,831","150,542","150,963","221,773",8.9,26.2,26.3,38.6,"MD","Maryland"
"MD","Calvert County","3,773","18,724","20,001","19,212",6.1,30.3,32.4,31.1,"MD","Maryland"
"MD","Caroline County","3,611","9,102","5,900","3,776",16.1,40.7,26.4,16.9,"MD","Maryland"
"MD","Carroll County","9,045","34,707","30,950","41,280",7.8,29.9,26.7,35.6,"MD","Maryland"
"MD","Cecil County","7,768","26,586","20,081","16,072",11,37.7,28.5,22.8,"MD","Maryland"
"MD","Charles County","7,240","32,983","34,476","30,379",6.9,31.4,32.8,28.9,"MD","Maryland"
"MD","Dorchester County","3,039","9,168","6,219","4,827",13.1,39.4,26.7,20.8,"MD","Maryland"
"MD","Frederick County","12,884","40,866","46,253","68,432",7.6,24.3,27.5,40.6,"MD","Maryland"
